PRICE_LIST	LIST_PRICE	DISCOUNT_TYPE	DISCOUNT_RATE	COMMISSION_POINTS	COMMISSION_VOLUME	PRODUCT_NUMBER	PRODUCT_CLASS	CATEGORY_NAME	PRODUCT_DESCRIPTION	IMAGE_FILENAME_LARGE	PRODUCT_LONG_DESCRIPTION	EOL:EOL
$350 Host Exclusive 	145		%	0	0	6326390	Core Products	PCTOP	8/15 Extended Delivery $350 Host Woven Traditions Casserole Bundle Ivory	unavailable.jpg		EOL:EOL
$500 Host Exclusive	145		%	0	0	6326390	Core Products	PCTOP	8/15 Extended Delivery $350 Host Woven Traditions Casserole Bundle Ivory	unavailable.jpg		EOL:EOL
Consultant	92	P	25%	92	92	6326640	Core Products	PCTOP	Set of 4 Woven Traditions® Luncheon Plates Paprika	6326640.jpg	Because all Longaberger Woven Traditions Pottery is vitrified for strength and durability, it's the most versatile pottery there is. The possibilities are endless when you mix and match the shapes and colors. Includes 4 Luncheon Plates.<br />9"d	EOL:EOL
Employee	92	P	50%	92	92	6326640	Core Products	PCTOP	Set of 4 Woven Traditions® Luncheon Plates Paprika	6326640.jpg	Because all Longaberger Woven Traditions Pottery is vitrified for strength and durability, it's the most versatile pottery there is. The possibilities are endless when you mix and match the shapes and colors. Includes 4 Luncheon Plates.<br />9"d	EOL:EOL
Customer	92		0%	92	92	6326640	Core Products	PCTOP	Set of 4 Woven Traditions® Luncheon Plates Paprika	6326640.jpg	Because all Longaberger Woven Traditions Pottery is vitrified for strength and durability, it's the most versatile pottery there is. The possibilities are endless when you mix and match the shapes and colors. Includes 4 Luncheon Plates.<br />9"d	EOL:EOL
Consultant	92	P	25%	92	92	6326660	Core Products	PCTOP	Set of 4 Woven Traditions® Luncheon Plates Sage	6326660.jpg	Because all Longaberger Woven Traditions Pottery is vitrified for strength and durability, it's the most versatile pottery there is. The possibilities are endless when you mix and match the shapes and colors. Includes 4 Luncheon Plates.<br />9"d	EOL:EOL
Employee	92	P	50%	92	92	6326660	Core Products	PCTOP	Set of 4 Woven Traditions® Luncheon Plates Sage	6326660.jpg	Because all Longaberger Woven Traditions Pottery is vitrified for strength and durability, it's the most versatile pottery there is. The possibilities are endless when you mix and match the shapes and colors. Includes 4 Luncheon Plates.<br />9"d	EOL:EOL
Customer	92		0%	92	92	6326660	Core Products	PCTOP	Set of 4 Woven Traditions® Luncheon Plates Sage	6326660.jpg	Because all Longaberger Woven Traditions Pottery is vitrified for strength and durability, it's the most versatile pottery there is. The possibilities are endless when you mix and match the shapes and colors. Includes 4 Luncheon Plates.<br />9"d	EOL:EOL
Consultant	92	P	25%	92	92	6326670	Core Products	PCTOP	Set of 4 Woven Traditions® Luncheon Plates Eggplant	6326670.jpg	Because all Longaberger Woven Traditions Pottery is vitrified for strength and durability, it's the most versatile pottery there is. The possibilities are endless when you mix and match the shapes and colors. Includes 4 Luncheon Plates.<br />9"d	EOL:EOL
Employee	92	P	50%	92	92	6326670	Core Products	PCTOP	Set of 4 Woven Traditions® Luncheon Plates Eggplant	6326670.jpg	Because all Longaberger Woven Traditions Pottery is vitrified for strength and durability, it's the most versatile pottery there is. The possibilities are endless when you mix and match the shapes and colors. Includes 4 Luncheon Plates.<br />9"d	EOL:EOL
Customer	92		0%	92	92	6326670	Core Products	PCTOP	Set of 4 Woven Traditions® Luncheon Plates Eggplant	6326670.jpg	Because all Longaberger Woven Traditions Pottery is vitrified for strength and durability, it's the most versatile pottery there is. The possibilities are endless when you mix and match the shapes and colors. Includes 4 Luncheon Plates.<br />9"d	EOL:EOL
Consultant	92	P	25%	92	92	6326690	Core Products	PCTOP	Set of 4 Woven Traditions® Luncheon Plates Ivory	6326690.jpg	Because all Longaberger Woven Traditions Pottery is vitrified for strength and durability, it's the most versatile pottery there is. The possibilities are endless when you mix and match the shapes and colors. Includes 4 Luncheon Plates.<br />9"d	EOL:EOL
Employee	92	P	50%	92	92	6326690	Core Products	PCTOP	Set of 4 Woven Traditions® Luncheon Plates Ivory	6326690.jpg	Because all Longaberger Woven Traditions Pottery is vitrified for strength and durability, it's the most versatile pottery there is. The possibilities are endless when you mix and match the shapes and colors. Includes 4 Luncheon Plates.<br />9"d	EOL:EOL
Customer	92		0%	92	92	6326690	Core Products	PCTOP	Set of 4 Woven Traditions® Luncheon Plates Ivory	6326690.jpg	Because all Longaberger Woven Traditions Pottery is vitrified for strength and durability, it's the most versatile pottery there is. The possibilities are endless when you mix and match the shapes and colors. Includes 4 Luncheon Plates.<br />9"d	EOL:EOL
Consultant	164	P	25%	164	164	6326940	Core Products	PCTOP	Set of 3 Woven Traditions® Mixing Bowls Paprika	6326940.jpg	This Set of 3 nesting Mixing Bowls are heavy-duty like the ones your grandmother used, but versatile for the way we live today. Imagine one filled with homemade potato salad at your next big family gathering. Small, Medium and Large sizes for every need -- mixing, baking, serving and re-heating. Smooth, ivory interior makes for easy clean up. Extra-wide rim, durable and vitrified, it's safe for use in the oven, microwave, freezer and dishwasher. Available individually or as a Set of 3.<br />Small: 6 1/4"d x 3 1/4"h; 24 oz.<br />Medium: 8"d x 4 1/4"h; 56 oz. or 1 3/4 quarts<br />Large: 10"d x 5 1/2"h; 128 oz. or 4 quarts<br /><br />The Paprika Set of 3 Mixing Bowls is available to order with an extended delivery of August.	EOL:EOL
Employee	164	P	50%	164	164	6326940	Core Products	PCTOP	Set of 3 Woven Traditions® Mixing Bowls Paprika	6326940.jpg	This Set of 3 nesting Mixing Bowls are heavy-duty like the ones your grandmother used, but versatile for the way we live today. Imagine one filled with homemade potato salad at your next big family gathering. Small, Medium and Large sizes for every need -- mixing, baking, serving and re-heating. Smooth, ivory interior makes for easy clean up. Extra-wide rim, durable and vitrified, it's safe for use in the oven, microwave, freezer and dishwasher. Available individually or as a Set of 3.<br />Small: 6 1/4"d x 3 1/4"h; 24 oz.<br />Medium: 8"d x 4 1/4"h; 56 oz. or 1 3/4 quarts<br />Large: 10"d x 5 1/2"h; 128 oz. or 4 quarts<br /><br />The Paprika Set of 3 Mixing Bowls is available to order with an extended delivery of August.	EOL:EOL
Customer	164		0%	164	164	6326940	Core Products	PCTOP	Set of 3 Woven Traditions® Mixing Bowls Paprika	6326940.jpg	This Set of 3 nesting Mixing Bowls are heavy-duty like the ones your grandmother used, but versatile for the way we live today. Imagine one filled with homemade potato salad at your next big family gathering. Small, Medium and Large sizes for every need -- mixing, baking, serving and re-heating. Smooth, ivory interior makes for easy clean up. Extra-wide rim, durable and vitrified, it's safe for use in the oven, microwave, freezer and dishwasher. Available individually or as a Set of 3.<br />Small: 6 1/4"d x 3 1/4"h; 24 oz.<br />Medium: 8"d x 4 1/4"h; 56 oz. or 1 3/4 quarts<br />Large: 10"d x 5 1/2"h; 128 oz. or 4 quarts<br /><br />The Paprika Set of 3 Mixing Bowls is available to order with an extended delivery of August.	EOL:EOL
Consultant	164	P	25%	164	164	6326960	Core Products	PCTOP	Set of 3 Woven Traditions® Mixing Bowls Sage	6326960.jpg	This Set of 3 nesting Mixing Bowls are heavy-duty like the ones your grandmother used, but versatile for the way we live today. Imagine one filled with homemade potato salad at your next big family gathering. Small, Medium and Large sizes for every need -- mixing, baking, serving and re-heating. Smooth, ivory interior makes for easy clean up. Extra-wide rim, durable and vitrified, it's safe for use in the oven, microwave, freezer and dishwasher. Available individually or as a Set of 3.<br />Small: 6 1/4"d x 3 1/4"h; 24 oz.<br />Medium: 8"d x 4 1/4"h; 56 oz. or 1 3/4 quarts<br />Large: 10"d x 5 1/2"h; 128 oz. or 4 quarts	EOL:EOL
Employee	164	P	50%	164	164	6326960	Core Products	PCTOP	Set of 3 Woven Traditions® Mixing Bowls Sage	6326960.jpg	This Set of 3 nesting Mixing Bowls are heavy-duty like the ones your grandmother used, but versatile for the way we live today. Imagine one filled with homemade potato salad at your next big family gathering. Small, Medium and Large sizes for every need -- mixing, baking, serving and re-heating. Smooth, ivory interior makes for easy clean up. Extra-wide rim, durable and vitrified, it's safe for use in the oven, microwave, freezer and dishwasher. Available individually or as a Set of 3.<br />Small: 6 1/4"d x 3 1/4"h; 24 oz.<br />Medium: 8"d x 4 1/4"h; 56 oz. or 1 3/4 quarts<br />Large: 10"d x 5 1/2"h; 128 oz. or 4 quarts	EOL:EOL
Customer	164		0%	164	164	6326960	Core Products	PCTOP	Set of 3 Woven Traditions® Mixing Bowls Sage	6326960.jpg	This Set of 3 nesting Mixing Bowls are heavy-duty like the ones your grandmother used, but versatile for the way we live today. Imagine one filled with homemade potato salad at your next big family gathering. Small, Medium and Large sizes for every need -- mixing, baking, serving and re-heating. Smooth, ivory interior makes for easy clean up. Extra-wide rim, durable and vitrified, it's safe for use in the oven, microwave, freezer and dishwasher. Available individually or as a Set of 3.<br />Small: 6 1/4"d x 3 1/4"h; 24 oz.<br />Medium: 8"d x 4 1/4"h; 56 oz. or 1 3/4 quarts<br />Large: 10"d x 5 1/2"h; 128 oz. or 4 quarts	EOL:EOL
Consultant	164	P	25%	164	164	6326970	Core Products	PCTOP	Set of 3 Woven Traditions® Mixing Bowls Eggplant	6326970.jpg	This Set of 3 nesting Mixing Bowls are heavy-duty like the ones your grandmother used, but versatile for the way we live today. Imagine one filled with homemade potato salad at your next big family gathering. Small, Medium and Large sizes for every need -- mixing, baking, serving and re-heating. Smooth, ivory interior makes for easy clean up. Extra-wide rim, durable and vitrified, it's safe for use in the oven, microwave, freezer and dishwasher. Available individually or as a Set of 3.<br />Small: 6 1/4"d x 3 1/4"h; 24 oz.<br />Medium: 8"d x 4 1/4"h; 56 oz. or 1 3/4 quarts<br />Large: 10"d x 5 1/2"h; 128 oz. or 4 quarts	EOL:EOL
Employee	164	P	50%	164	164	6326970	Core Products	PCTOP	Set of 3 Woven Traditions® Mixing Bowls Eggplant	6326970.jpg	This Set of 3 nesting Mixing Bowls are heavy-duty like the ones your grandmother used, but versatile for the way we live today. Imagine one filled with homemade potato salad at your next big family gathering. Small, Medium and Large sizes for every need -- mixing, baking, serving and re-heating. Smooth, ivory interior makes for easy clean up. Extra-wide rim, durable and vitrified, it's safe for use in the oven, microwave, freezer and dishwasher. Available individually or as a Set of 3.<br />Small: 6 1/4"d x 3 1/4"h; 24 oz.<br />Medium: 8"d x 4 1/4"h; 56 oz. or 1 3/4 quarts<br />Large: 10"d x 5 1/2"h; 128 oz. or 4 quarts	EOL:EOL
Customer	164		0%	164	164	6326970	Core Products	PCTOP	Set of 3 Woven Traditions® Mixing Bowls Eggplant	6326970.jpg	This Set of 3 nesting Mixing Bowls are heavy-duty like the ones your grandmother used, but versatile for the way we live today. Imagine one filled with homemade potato salad at your next big family gathering. Small, Medium and Large sizes for every need -- mixing, baking, serving and re-heating. Smooth, ivory interior makes for easy clean up. Extra-wide rim, durable and vitrified, it's safe for use in the oven, microwave, freezer and dishwasher. Available individually or as a Set of 3.<br />Small: 6 1/4"d x 3 1/4"h; 24 oz.<br />Medium: 8"d x 4 1/4"h; 56 oz. or 1 3/4 quarts<br />Large: 10"d x 5 1/2"h; 128 oz. or 4 quarts	EOL:EOL
Consultant	164	P	25%	164	164	6326990	Core Products	PCTOP	Set of 3 Woven Traditions® Mixing Bowls Ivory	6326990.jpg	This Set of 3 nesting Mixing Bowls are heavy-duty like the ones your grandmother used, but versatile for the way we live today. Imagine one filled with homemade potato salad at your next big family gathering. Small, Medium and Large sizes for every need -- mixing, baking, serving and re-heating. Smooth, ivory interior makes for easy clean up. Extra-wide rim, durable and vitrified, it's safe for use in the oven, microwave, freezer and dishwasher. Available individually or as a Set of 3.<br />Small: 6 1/4"d x 3 1/4"h; 24 oz.<br />Medium: 8"d x 4 1/4"h; 56 oz. or 1 3/4 quarts<br />Large: 10"d x 5 1/2"h; 128 oz. or 4 quarts	EOL:EOL
Employee	164	P	50%	164	164	6326990	Core Products	PCTOP	Set of 3 Woven Traditions® Mixing Bowls Ivory	6326990.jpg	This Set of 3 nesting Mixing Bowls are heavy-duty like the ones your grandmother used, but versatile for the way we live today. Imagine one filled with homemade potato salad at your next big family gathering. Small, Medium and Large sizes for every need -- mixing, baking, serving and re-heating. Smooth, ivory interior makes for easy clean up. Extra-wide rim, durable and vitrified, it's safe for use in the oven, microwave, freezer and dishwasher. Available individually or as a Set of 3.<br />Small: 6 1/4"d x 3 1/4"h; 24 oz.<br />Medium: 8"d x 4 1/4"h; 56 oz. or 1 3/4 quarts<br />Large: 10"d x 5 1/2"h; 128 oz. or 4 quarts	EOL:EOL
Customer	164		0%	164	164	6326990	Core Products	PCTOP	Set of 3 Woven Traditions® Mixing Bowls Ivory	6326990.jpg	This Set of 3 nesting Mixing Bowls are heavy-duty like the ones your grandmother used, but versatile for the way we live today. Imagine one filled with homemade potato salad at your next big family gathering. Small, Medium and Large sizes for every need -- mixing, baking, serving and re-heating. Smooth, ivory interior makes for easy clean up. Extra-wide rim, durable and vitrified, it's safe for use in the oven, microwave, freezer and dishwasher. Available individually or as a Set of 3.<br />Small: 6 1/4"d x 3 1/4"h; 24 oz.<br />Medium: 8"d x 4 1/4"h; 56 oz. or 1 3/4 quarts<br />Large: 10"d x 5 1/2"h; 128 oz. or 4 quarts	EOL:EOL
Consultant	71	P	25%	71	71	6875739	Core Products	PCTOP	Tall Tissue Basket with WoodCrafts Lid Warm Brown	6875739.jpg	The Tall Tissue Basket with WoodCrafts Lid is both a functional and beautiful way to display boutique size tissues. You'll want one for every box of tissues in your house! With the lid, it's a great bank to drop in your spare change. It makes a great gift with a box of tissues and a tear-jerker movie! Includes Basket and WoodCrafts Lid. Made in the U.S.A. 61/2"l x 6 1/2"w x 6 1/4"h; Rec. Wt. Use: 8 lbs. 	EOL:EOL
Employee	71	P	50%	71	71	6875739	Core Products	PCTOP	Tall Tissue Basket with WoodCrafts Lid Warm Brown	6875739.jpg	The Tall Tissue Basket with WoodCrafts Lid is both a functional and beautiful way to display boutique size tissues. You'll want one for every box of tissues in your house! With the lid, it's a great bank to drop in your spare change. It makes a great gift with a box of tissues and a tear-jerker movie! Includes Basket and WoodCrafts Lid. Made in the U.S.A. 61/2"l x 6 1/2"w x 6 1/4"h; Rec. Wt. Use: 8 lbs. 	EOL:EOL
Customer	71		%	71	71	6875739	Core Products	PCTOP	Tall Tissue Basket with WoodCrafts Lid Warm Brown	6875739.jpg	The Tall Tissue Basket with WoodCrafts Lid is both a functional and beautiful way to display boutique size tissues. You'll want one for every box of tissues in your house! With the lid, it's a great bank to drop in your spare change. It makes a great gift with a box of tissues and a tear-jerker movie! Includes Basket and WoodCrafts Lid. Made in the U.S.A. 61/2"l x 6 1/2"w x 6 1/4"h; Rec. Wt. Use: 8 lbs. 	EOL:EOL
